Pose,Nose,0.5799447298049927,0.5571531057357788,0
Pose,Left Eye Inner,0.6011531949043274,0.5131586790084839,0
Pose,Left Eye,0.6125400066375732,0.5134730339050293,0
Pose,Left Eye Outer,0.6225337982177734,0.5143795013427734,0
Pose,Right Eye Inner,0.5657522082328796,0.5158306956291199,0
Pose,Right Eye,0.5542155504226685,0.5176830291748047,0
Pose,Right Eye Outer,0.5438823103904724,0.5196398496627808,0
Pose,Left Ear,0.6453700065612793,0.5379592776298523,0
Pose,Right Ear,0.5459244847297668,0.5394926071166992,0
Pose,Mouth Left,0.6060854196548462,0.6039086580276489,0
Pose,Mouth Right,0.5630784630775452,0.6044685244560242,0
Pose,Right Shoulder,0.7565127015113831,0.8073747158050537,0
Pose,Left Shoulder,0.455775648355484,0.7909088134765625,0
Pose,Right Elbow,0.7835862040519714,1.0535602569580078,0
Pose,Left Elbow,0.3878108859062195,1.1157337427139282,0
Pose,Right Wrist,0.7877179384231567,1.3486427068710327,0
Pose,Left Wrist,0.3462783694267273,1.2875186204910278,0
Pose,Left Hip,0.8197427988052368,1.45501708984375,0
Pose,Right Hip,0.3128838539123535,1.3512216806411743,0
Pose,Left Index,0.7821060419082642,1.4610943794250488,0
Pose,Right Index,0.34025031328201294,1.3540687561035156,0
Pose,Left Thumb,0.7692398428916931,1.424604892730713,0
Pose,Right Thumb,0.35782361030578613,1.3281811475753784,0
Pose,Left Hip,0.7121263742446899,1.3699400424957275,0
Pose,Right Hip,0.5030177235603333,1.3680920600891113,0
Pose,Left Knee,0.7031509280204773,1.8208250999450684,0
Pose,Right Knee,0.5031832456588745,1.8248416185379028,0
Pose,Right Ankle,0.7088316679000854,2.2201907634735107,0
Pose,Left Ankle,0.511516809463501,2.219658613204956,0
Pose,Left Heel,0.717797577381134,2.2871992588043213,0
Pose,Right Heel,0.5085080862045288,2.2856249809265137,0
Pose,Left Foot Index,0.6708953976631165,2.3459320068359375,0
Pose,Right Foot Index,0.5330114960670471,2.3453476428985596,0
Face,Face Landmark 0,0.5834190249443054,0.5854359865188599,-0.020115675404667854
Face,Face Landmark 1,0.5823186635971069,0.5539171695709229,-0.03146849945187569
Face,Face Landmark 2,0.5832642912864685,0.5659059882164001,-0.018662335351109505
Face,Face Landmark 3,0.5789717435836792,0.5291151404380798,-0.020029814913868904
Face,Face Landmark 4,0.5824899673461914,0.5451855659484863,-0.0325329452753067
Face,Face Landmark 5,0.5831370949745178,0.5351999998092651,-0.029029354453086853
Face,Face Landmark 6,0.5851665735244751,0.5129476189613342,-0.01058582030236721
Face,Face Landmark 7,0.5457983613014221,0.5196490287780762,0.016946405172348022
Face,Face Landmark 8,0.5864753127098083,0.500732421875,-0.0045611802488565445
Face,Face Landmark 9,0.5869182348251343,0.4907589554786682,-0.004150437191128731
Face,Face Landmark 10,0.5884124636650085,0.4473114609718323,0.008348221890628338
Face,Face Landmark 11,0.5834558606147766,0.5897757411003113,-0.01956792362034321
Face,Face Landmark 12,0.5836355090141296,0.5932473540306091,-0.0181052777916193
Face,Face Landmark 13,0.5838803648948669,0.5948058366775513,-0.016000861302018166
Face,Face Landmark 14,0.5830948352813721,0.5971958637237549,-0.015878578647971153
Face,Face Landmark 15,0.58286052942276,0.5997637510299683,-0.017415080219507217
Face,Face Landmark 16,0.5826791524887085,0.6037302613258362,-0.019651638343930244
Face,Face Landmark 17,0.5826247930526733,0.6091686487197876,-0.020178040489554405
Face,Face Landmark 18,0.5829445719718933,0.6234352588653564,-0.017085714265704155
Face,Face Landmark 19,0.5824626088142395,0.5595765709877014,-0.02899921126663685
Face,Face Landmark 20,0.5772257447242737,0.5606878399848938,-0.021069690585136414
Face,Face Landmark 21,0.527881920337677,0.4937732219696045,0.04956559091806412
Face,Face Landmark 22,0.5621050000190735,0.5241590738296509,0.009420335292816162
Face,Face Landmark 23,0.5563884973526001,0.5253979563713074,0.01001607347279787
Face,Face Landmark 24,0.5508973002433777,0.5254849195480347,0.011872258968651295
Face,Face Landmark 25,0.5435425639152527,0.522930920124054,0.017399825155735016
Face,Face Landmark 26,0.5666511654853821,0.5216197967529297,0.009402722120285034
Face,Face Landmark 27,0.5552109479904175,0.5070382356643677,0.00931458454579115
Face,Face Landmark 28,0.5609633922576904,0.5070065259933472,0.009240047074854374
Face,Face Landmark 29,0.5496125817298889,0.5082666277885437,0.011321074329316616
Face,Face Landmark 30,0.5457088351249695,0.5108802318572998,0.013712739571928978
Face,Face Landmark 31,0.5392203330993652,0.528130829334259,0.019808311015367508
Face,Face Landmark 32,0.5605204105377197,0.6444708108901978,-0.009703893214464188
Face,Face Landmark 33,0.5438413023948669,0.5184419751167297,0.018993154168128967
Face,Face Landmark 34,0.524029552936554,0.5300740599632263,0.04705189913511276
Face,Face Landmark 35,0.5333371162414551,0.5249512195587158,0.026602158322930336
Face,Face Landmark 36,0.5554767847061157,0.5546191930770874,-0.0009364344296045601
Face,Face Landmark 37,0.575285792350769,0.5841386318206787,-0.018656158819794655
Face,Face Landmark 38,0.5763567686080933,0.5933979153633118,-0.01661708950996399
Face,Face Landmark 39,0.5670186877250671,0.5875993371009827,-0.014729236252605915
Face,Face Landmark 40,0.5619247555732727,0.5920926332473755,-0.00988379679620266
Face,Face Landmark 41,0.5701332688331604,0.594363808631897,-0.013483175076544285
Face,Face Landmark 42,0.565509557723999,0.596047043800354,-0.009024184197187424
Face,Face Landmark 43,0.5555100440979004,0.6084774136543274,-0.003079189220443368
Face,Face Landmark 44,0.5773571729660034,0.5541568398475647,-0.030564427375793457
